Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
295,909426080,1.003334441155785,RL,0.45360162501206924,1.1190366065009993,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1950,1991,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3836632312354955,TA,Gd,CBlock,TA,TA,No,ALQ,0.4291863430356457,Unf,-0.3689137607610984,657.0,0.015428064787020435,GasA,Ex,Y,SBrkr,0.014550388857927246,1075,-0.11764705882352938,1.3092659313052613,0.0,-0.2520334722678233,2,1,5,3.891437000695665,TA,11,Typ,0,,Detchd,1950.0,Unf,2.0,484.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2010,WD ,Normal,215000
296,909427230,0.6847658213614329,RL,-0.09592131539490549,0.00134213232772888,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,,-0.8005598681826974,Ex,Gd,Stone,TA,Gd,No,GLQ,0.2656550011074625,Unf,-0.3689137607610984,877.0,0.27894063274403974,GasA,Ex,Y,SBrkr,0.24699722258294693,1152,-0.11764705882352938,1.5301533431715642,0.0,-0.2520334722678233,2,0,4,-0.16559760788883857,Gd,9,Typ,2,Gd,Attchd,1941.0,RFn,1.0,252.0,TA,TA,Y,-0.9506828398842129,0.8163725640361134,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,GdPrv,Shed,5.238950464142387,5,2010,WD ,Normal,266500
297,909428280,-1.1612617398535,RL,1.374391703385273,1.3648025927528555,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,,-0.8005598681826974,Gd,Gd,PConc,Gd,TA,Av,GLQ,1.2718291699824,Unf,-0.3689137607610984,496.0,1.8005350113105123,GasA,TA,Y,SBrkr,1.6791628786584272,0,-0.11764705882352938,0.8954899634066619,1.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2.0,567.0,TA,TA,Y,-0.9506828398842129,1.418289112759154,2.3243006177970833,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,335000
298,909452114,0.8560961095182205,RL,0.757432793332796,1.6157646757455555,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.9381005894261513,TA,TA,PConc,Gd,TA,No,GLQ,0.38095990185385303,Unf,-0.3689137607610984,80.0,-1.4755872096406129,GasA,Ex,Y,SBrkr,-0.6310279205708077,756,-0.11764705882352938,0.46280464650655145,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,6,Typ,0,,BuiltIn,1994.0,RFn,2.0,473.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,203135
299,909455030,1.3480369764281728,RM,-1.7624159357848277,-1.5713052417005275,Pave,,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,,-0.8005598681826974,Gd,TA,CBlock,Gd,TA,Gd,GLQ,0.836886901712935,Unf,-0.3689137607610984,235.0,-0.0965563410099218,GasA,Gd,Y,SBrkr,-0.1832921308477643,0,-0.11764705882352938,-0.982427893355544,1.0,-0.2520334722678233,1,0,1,-0.16559760788883857,Gd,4,Typ,1,TA,Attchd,1989.0,Fin,2.0,598.0,TA,TA,Y,0.9853048851035137,0.575843993734327,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,185000
300,909455040,1.3480369764281728,RM,-1.7624159357848277,-1.5713052417005275,Pave,,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,,-0.8005598681826974,Gd,TA,CBlock,Gd,TA,Av,GLQ,-0.3001930249741382,Unf,-0.3689137607610984,1115.0,0.3631088012872706,GasA,Gd,Y,SBrkr,0.2547806408726774,0,-0.11764705882352938,-0.5453541015029701,0.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,5,Typ,1,TA,Attchd,1989.0,Unf,2.0,531.0,TA,TA,Y,0.9117191319623997,0.9600025977786583,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2010,WD ,Normal,162500
301,909475140,-1.1612617398535,RL,1.374391703385273,1.119308710975417,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,ALQ,1.184411741323229,Unf,-0.3689137607610984,254.0,1.0101908880743466,GasA,TA,Y,SBrkr,1.5151971870635945,0,-0.11764705882352938,0.7280633223160365,1.0,-0.2520334722678233,2,0,1,-0.16559760788883857,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2.0,484.0,TA,TA,Y,-0.9506828398842129,0.7663334230033417,-0.4309900586356161,-0.11309063567309342,3.231933793041268,-0.06675802219656336,,GdWo,,-0.19087792627196232,3,2010,WD ,Normal,289000
302,910202060,0.23178037960451875,RM,-1.4602905309489376,-0.9726258572187002,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,Gd,BrkTil,TA,TA,No,BLQ,0.8265516621472649,Unf,-0.3689137607610984,61.0,-0.5262769904396999,GasA,Gd,Y,SBrkr,-1.0038142175749731,358,-0.11764705882352938,-0.6428545074962022,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,Gd,7,Typ,0,,Detchd,1922.0,Unf,1.0,240.0,TA,TA,N,-0.9506828398842129,1.0419940134157148,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,,-0.19087792627196232,5,2010,WD ,Normal,125500
303,910203250,-0.5158490128824644,RM,-0.486334845032538,-0.20175024937353217,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,BrkTil,TA,TA,No,BLQ,0.5679095944661436,Unf,-0.3689137607610984,0.0,-1.3201978403027397,GasA,TA,Y,SBrkr,-2.244722945706703,0,-0.11764705882352938,-3.0025460010780844,0.0,-0.2520334722678233,1,0,1,-0.16559760788883857,TA,4,Typ,0,,Detchd,1951.0,Unf,1.0,200.0,Fa,Fa,N,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,ConLw,Normal,82000
304,910205120,0.23178037960451875,RM,-0.9004912020354365,0.022678292774135692,Pave,,Reg,HLS,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1921,1975,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,BrkTil,TA,TA,Mn,BLQ,0.32406368026675747,Unf,-0.3689137607610984,321.0,-0.9336461634273321,GasA,Fa,Y,SBrkr,-1.2912275748615054,380,-0.11764705882352938,-0.7713848439296591,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,5,Typ,0,,Detchd,1950.0,Unf,1.0,625.0,TA,TA,Y,-0.9506828398842129,0.7835818896938544,-0.4309900586356161,-0.11309063567309342,3.231950226929581,-0.06675802219656336,,MnPrv,,-0.19087792627196232,4,2010,COD,Normal,110000
305,911128180,0.23178037960451875,C (all),-0.3866826538075703,-0.3640316980169106,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,TA,Gd,CBlock,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,698.0,-0.7624664770194074,GasA,TA,Y,FuseA,-1.4207667855130528,430,-0.11764705882352938,-0.713285230983114,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,6,Typ,0,,Detchd,1980.0,RFn,2.0,528.0,TA,TA,Y,0.4691145215153247,-1.0821534772425476,2.32435708898193,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,COD,Abnorml,68400
306,911202100,0.23178037960451875,C (all),-0.09592131539490549,-0.07201586861262876,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,TA,TA,Stone,TA,TA,Mn,Unf,-1.3556223614686533,Unf,-0.3689137607610984,859.0,-0.37822025905489143,GasA,Gd,Y,SBrkr,-0.7635701892870862,319,-0.11764705882352938,-0.579256321424247,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,7,Typ,0,,Detchd,1964.0,RFn,1.0,384.0,TA,TA,N,0.7482234986972794,-1.0821534772425476,2.321020995008962,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,1,2010,WD ,Abnorml,102776
307,911204090,-1.1612617398535,C (all),-0.09592131539490549,-0.07201586861262876,Grvl,,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,Fa,TA,CBlock,TA,TA,Av,Unf,-1.3556223614686533,Unf,-0.3689137607610984,540.0,-1.161438247765203,GasA,TA,N,FuseA,-0.15334696659579705,0,-0.11764705882352938,-0.952639915971433,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,Fa,4,Typ,0,,Basment,1952.0,Unf,2.0,504.0,TA,TA,N,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,Shed,5.238950267494401,6,2010,WD ,Alloca,55993
308,911204100,-0.5158490128824644,C (all),-0.09592131539490549,-0.07201586861262876,Grvl,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,Fa,Fa,CBlock,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,756.0,-0.6217683074581446,GasA,Gd,Y,SBrkr,-0.44107319088272423,0,-0.11764705882352938,-1.2383205567630884,0.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,5,Typ,0,,Detchd,1896.0,RFn,1.0,330.0,TA,TA,N,-0.9506828398842129,-1.0821534772425476,2.3259895964651074,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Alloca,50138
309,911370510,1.3480369764281728,RM,-1.2299552729031988,-1.6153722631333627,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,1.2493662383558808,Gd,TA,PConc,Ex,TA,Gd,GLQ,1.2543384926444092,Unf,-0.3689137607610984,221.0,1.1976741103359068,GasA,Ex,Y,SBrkr,1.243580677357235,0,-0.11764705882352938,0.45162044434932613,1.0,3.967726942690405,2,0,2,-0.16559760788883857,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,TA,Y,0.9545377844814686,0.7574779887210251,-0.4309900586356161,-0.11309063567309342,3.2319300167951632,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,246000
310,914467040,0.4810564716684044,RL,0.757432793332796,0.403195219441735,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,GLQ,0.7152831438345424,Unf,-0.3689137607610984,434.0,0.053197723589505246,GasA,Ex,Y,SBrkr,-0.17727861042703355,880,-0.11764705882352938,0.9179826006902798,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,8,Typ,1,TA,Attchd,1998.0,Unf,3.0,741.0,TA,TA,Y,-0.9506828398842129,0.8899516544268634,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,254900
311,914475090,0.8560961095182205,RL,0.274730336732763,0.12439061395662614,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,ALQ,0.7765225267367158,Unf,-0.3689137607610984,564.0,0.47429134845380605,GasA,TA,Y,SBrkr,0.4886673481546437,0,-0.11764705882352938,-0.3108491027812926,0.0,3.967726942690405,2,0,3,-0.16559760788883857,Gd,6,Typ,1,Fa,Attchd,1977.0,Unf,2.0,473.0,TA,TA,Y,1.2845153210916875,0.42566357700751567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,GdPrv,Shed,5.238950426570297,5,2010,WD ,Normal,190000
312,914476520,-1.1612617398535,RL,2.4637714604076857,0.034781129375527874,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Ex,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1560.0,1.129450995127994,GasA,Ex,Y,SBrkr,1.0809159729427102,0,-0.11764705882352938,0.28660302372429697,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2003.0,Fin,2.0,573.0,TA,TA,Y,0.8750660937494302,1.259510016961359,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,201000
313,914478045,0.8560961095182205,RL,0.274730336732763,0.6269315514984886,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.3467079947869611,TA,TA,CBlock,TA,TA,Av,GLQ,0.6358082415012982,Unf,-0.3689137607610984,473.0,-0.02920258266566037,GasA,TA,Y,SBrkr,-0.1832921308477643,0,-0.11764705882352938,-0.982427893355544,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,6,Typ,0,,Attchd,1976.0,Unf,3.0,888.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,169900
314,914478110,1.003334441155785,RL,0.274730336732763,0.698000762133492,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1958.0,1.907476519564602,GasA,TA,Y,SBrkr,1.9005465549712672,0,-0.11764705882352938,1.1222055310976748,0.0,-0.2520334722678233,3,0,5,3.891437000695665,TA,9,Typ,0,,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2010,ConLD,Normal,170000
315,916125360,-1.1612617398535,RL,0.6285852100337379,4.122207053617511,Pave,,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,CBlock,TA,TA,Av,BLQ,0.39639031349623044,Rec,2.7123718564286317,60.0,-0.6434226070515195,GasA,TA,Y,SBrkr,1.3179852318084795,0,-0.11764705882352938,0.5272351024677795,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,7,Min1,2,TA,Detchd,1966.0,Unf,2.0,572.0,TA,TA,N,-0.9506828398842129,-1.0821534772425476,2.3115825125180947,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,160000
316,916386010,-1.1612617398535,RL,0.8843449336666092,0.5536602146295863,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.01488787612721,Gd,TA,PConc,Gd,TA,No,GLQ,-0.29036580598894784,Unf,-0.3689137607610984,1258.0,0.6703464513151594,GasA,Ex,Y,SBrkr,0.6309358539529422,0,-0.11764705882352938,-0.16780867838296093,1.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,6,Typ,1,TA,Attchd,2008.0,Fin,3.0,660.0,TA,TA,Y,0.8750660937494302,0.7106478332585567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,220000
317,916386020,-1.1612617398535,RL,0.22937064383143002,0.16200776822336183,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1214.0,0.412429395418033,GasA,Ex,Y,SBrkr,0.3137717996861289,0,-0.11764705882352938,-0.48628303028447256,0.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2010.0,RFn,2.0,520.0,TA,TA,Y,-0.9506828398842129,0.4077473802547272,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,1,2010,New,Partial,179781
318,916386060,0.4810564716684044,RL,0.22937064383143002,0.16180387714385858,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,384.0,-1.584860763696684,GasA,Gd,Y,SBrkr,-1.2178118407446914,700,-0.11764705882352938,0.048759919979262815,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,TA,7,Typ,0,,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,0.8750660937494302,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,174000
319,916386090,0.4810564716684044,RL,1.0507099176691166,0.5720216161120077,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.0918013840603134,Gd,TA,PConc,Ex,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,774.0,-0.5786478823505599,GasA,Ex,Y,SBrkr,-1.0924891609275265,1194,-0.11764705882352938,1.0000904157939976,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Ex,8,Typ,1,Gd,BuiltIn,2009.0,Fin,3.0,680.0,TA,TA,Y,-0.9506828398842129,0.9230195055097704,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,New,Partial,269500
320,916455170,0.4810564716684044,RL,0.5415620024667336,0.4515547988349368,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.9381005894261513,Gd,TA,PConc,Gd,TA,No,GLQ,0.7241836524112911,Unf,-0.3689137607610984,193.0,-0.47661633371033657,GasA,Ex,Y,SBrkr,-0.8946387205664161,1070,-0.11764705882352938,0.8825614492409,1.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,2.0,510.0,TA,TA,Y,-0.9506828398842129,0.6250070223841406,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,2,2010,WD ,Normal,214900
321,916475110,0.4810564716684044,RL,0.757432793332796,0.9193371804729962,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,967.0,-0.13042174488887562,GasA,Ex,Y,SBrkr,-0.3093616369284412,915,-0.11764705882352938,0.9051501758215915,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,9,Typ,0,,Attchd,2002.0,Fin,2.0,431.0,TA,TA,Y,0.9714995596565706,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,202900
322,921128020,-1.1612617398535,RL,0.9262351567250382,0.7704665215556582,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,,-0.8005598681826974,Ex,TA,PConc,Ex,TA,Gd,Unf,-1.3556223614686533,Unf,-0.3689137607610984,2002.0,1.990976614440759,GasA,Ex,Y,SBrkr,1.8564528541396694,0,-0.11764705882352938,1.0769892312212301,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,746.0,TA,TA,Y,0.9919734095971722,0.9293772463536617,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,378500
323,923201020,-1.1612617398535,RL,0.757432793332796,1.0778728197640726,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1965,1977,Hip,CompShg,Plywood,HdBoard,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,Rec,-0.5087295590529928,Unf,-0.3689137607610984,1026.0,0.095233926081907,GasA,TA,Y,SBrkr,0.43802637965410735,0,-0.11764705882352938,-0.36169242850970457,1.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,7,Typ,1,TA,Attchd,1965.0,Unf,2.0,528.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,169000
324,923202105,-1.1612617398535,RL,1.0918131464603482,0.22455642325245564,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,Ex,TA,Av,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1430.0,0.8651387022170336,GasA,Ex,Y,SBrkr,0.8160405352277194,0,-0.11764705882352938,0.018751469070307038,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2010,WD ,Normal,173500
325,923204150,1.003334441155785,RL,1.132727135287705,0.07833423403625464,Pave,,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,,-0.8005598681826974,TA,TA,CBlock,TA,TA,Av,Unf,-1.3556223614686533,Unf,-0.3689137607610984,912.0,-0.25571738304222663,GasA,TA,Y,SBrkr,-0.5754987468049233,912,-0.11764705882352938,0.7670137251637091,0.0,-0.2520334722678233,2,2,4,3.891437000695665,TA,8,Typ,0,,,0.0,,0.0,0.0,,,Y,0.9545377844814686,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,139000
326,923205015,-1.1612617398535,RL,0.274730336732763,0.5500397070975727,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1344.0,0.6870523292183864,GasA,Ex,Y,SBrkr,0.6263805940514016,0,-0.11764705882352938,-0.17239331403454827,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,TA,7,Typ,1,Gd,Attchd,2001.0,Unf,2.0,686.0,TA,TA,Y,1.2448322941413867,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,166500
327,923225300,1.67232170145664,RM,-2.7245073086139726,-2.7304848916490245,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,BLQ,0.36677317457538133,Unf,-0.3689137607610984,212.0,-1.145806741585756,GasA,TA,Y,SBrkr,-2.2089899185645656,546,-0.11764705882352938,-0.8135734445511426,0.0,-0.2520334722678233,1,1,3,-0.16559760788883857,TA,6,Typ,0,,Attchd,1973.0,RFn,1.0,286.0,TA,TA,Y,0.933892587314275,1.0419940134157148,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,83500
